PRN             t(GNSS TIME)/s                 X/m                 Y/m                 Z/m               toe/s
G18             48000.00000000  -12137958.86177469   18572012.36528023  -15035870.71171116       2400.00000000
G18             48300.00000000  -12636686.45056170   18775449.27464556  -14329267.36894535       2100.00000000
G18             48600.00000000  -13109078.09770531   18974075.97491900  -13595919.35374987       1800.00000000
G18             48900.00000000  -13554679.24011715   19166393.25292923  -12837151.63131085       1500.00000000
G18             49200.00000000  -13973134.23947387   19350889.91236639  -12054340.31285904       1200.00000000
G18             49500.00000000  -14364187.47999591   19526049.35607504  -11248910.60404768        900.00000000
G18             49800.00000000  -14727684.06783218   19690356.24786793  -10422334.64032332        600.00000000
G18             50100.00000000  -15063570.12545937   19842303.22788543   -9576129.20911726        300.00000000
G18             50400.00000000  -15371892.67595916   19980397.65482837   -8711853.35900589          0.00000000
G18             50700.00000000  -15652799.11355770   20103168.34777681   -7831105.89634115        300.00000000
G18             51000.00000000  -15906536.25839660   20209172.29977832   -6935522.77023664        600.00000000
G18             51300.00000000  -16133448.99514897   20297001.33495824   -6026774.34721106        900.00000000
G18             51600.00000000  -16333978.49679404   20365288.68057463   -5106562.57723617       1200.00000000
G18             51900.00000000  -16508660.03661433   20412715.42522367   -4176618.05341085       1500.00000000
G18             52200.00000000  -16658120.39327403   20438016.83430168   -3238696.96798375       1800.00000000
G18             52500.00000000  -16783074.85566941   20439988.49385686   -2294577.96797277       2100.00000000
G18             52800.00000000  -16884323.83610493   20417492.25412307   -1346058.91417661       2400.00000000
G18             53100.00000000  -16962749.10223169   20369461.94432674    -394953.54794077       2700.00000000
G18             53400.00000000  -17019309.64008167   20294908.83080145     556911.92937849       3000.00000000
G18             53700.00000000  -17055037.16242873   20192926.79103822    1507702.35871372       3300.00000000
G18             54000.00000000  -17071030.15386973   20062698.39933777    2455575.20944910       3584.00000000
G18             54300.00000000  -17068453.35920971   19903494.61057284    3398692.35954898       3284.00000000
G18             54600.00000000  -17048525.14026368   19714686.12315159    4335211.34155850       2984.00000000
G18             54900.00000000  -17012516.70665566   19495742.40958484    5263297.58763021       2684.00000000
G18             55200.00000000  -16961744.84664835   19246236.26674078    6181126.07422043       2384.00000000
G18             55500.00000000  -16897565.71006511   18965846.76371781    7086885.16512042       2084.00000000
G18             55800.00000000  -16821368.38699993   18654361.74395177    7978780.48078646       1784.00000000
G18             56100.00000000  -16734568.31036265   18311679.86464439    8855038.78380176       1484.00000000
G18             56400.00000000  -16638600.51166517   17937812.15860673    9713911.86981978       1184.00000000
G18             56700.00000000  -16534912.76068327   17532883.10575871   10553680.45289506        884.00000000
G18             57000.00000000  -16424958.62071718   17097131.20380287   11372658.03370944        584.00000000
G18             57300.00000000  -16310190.45210772   16630909.02998713   12169194.73885476        284.00000000
G18             57600.00000000  -16192053.15210605   16134680.60409021   12941682.93694910          0.00000000
G18             57900.00000000  -16071974.10030918   15609029.09761324   13688553.64674590        300.00000000
G18             58200.00000000  -15951360.84944484   15054642.41518842   14408291.31509891        600.00000000
G18             58500.00000000  -15831591.12913866   14472319.75155554   15099429.95741816        900.00000000
G18             58800.00000000  -15714006.89391269   13862966.95324100   15760558.54609493       1200.00000000
G18             59100.00000000  -15599907.73200948   13227593.50293189   16390324.41571482       1500.00000000
G18             59400.00000000  -15490544.46195841   12567309.01253510   16987436.55200550       1800.00000000
G18             59700.00000000  -15387112.95022980   11883319.23853285   17550668.75227178       2100.00000000
G18             60000.00000000  -15290748.18246288   11176921.63600026   18078862.64536084       2400.00000000
G18             60300.00000000  -15202518.61968056   10449500.47034521   18570930.55957045       2700.00000000
G18             60600.00000000  -15123420.86961601    9702521.50844505   19025858.22736134       3000.00000000
G18             60900.00000000  -15054374.70178379    8937526.31336609   19442707.31626094       3300.00000000
G18             61200.00000000  -14996218.07404644    8156128.96212704   19820616.85697079       3584.00000000
G18             61500.00000000  -14949704.34220527    7359998.34001828   20158809.16193910       3284.00000000
G18             61800.00000000  -14915496.32532015    6550868.52473161   20456585.99389266       2984.00000000
G18             62100.00000000  -14894164.37033213    5730520.26676208   20713334.25830574       2684.00000000
G18             62400.00000000  -14886183.09128484    4900776.64539255   20928526.51835257       2384.00000000
G18             62700.00000000  -14891928.94069319    4063495.61544283   21101722.29844873       2084.00000000
G18             63000.00000000  -14911678.26796744    3220562.38451410   21232569.16013245       1784.00000000
G18             63300.00000000  -14945605.87544350    2373881.65904593   21320803.54618333       1484.00000000
G18             63600.00000000  -14993784.07977834    1525369.79829205   21366251.38989136       1184.00000000
G18             63900.00000000  -15056182.28362257     676946.91585939   21368828.48742486        884.00000000
G18             64200.00000000  -15132667.05960493    -169471.03126363   21328540.63229392        584.00000000
G18             64500.00000000  -15223002.74577424   -1011980.12623952   21245483.51195749        284.00000000
G18             64800.00000000  -15326852.54876911   -1848696.30875834   21119842.36766982         16.00000000
G18             65100.00000000  -15443780.14814256   -2677763.08503010   20951891.41969623        316.00000000
G18             65400.00000000  -15573251.79248225   -3497359.09290191   20741993.06104167        616.00000000
G18             65700.00000000  -15714638.87525529   -4305705.48458822   20490596.82382121        916.00000000
G18             66000.00000000  -15867220.97569173   -5101073.09071371   20198238.12334962       1216.00000000
G18             66300.00000000  -16030189.34751953   -5881789.33080097   19865536.78593415       1516.00000000
G18             66600.00000000  -16202650.83599445   -6646244.83697314   19493195.36721042       1816.00000000
G18             66900.00000000  -16383632.20144702   -7392899.75947338   19081997.26866312       2116.00000000
G18             67200.00000000  -16572084.82550813   -8120289.72460835   18632804.66071393       2416.00000000
G18             67500.00000000  -16766889.77428994   -8827031.41788627   18146556.22143520       2716.00000000
G18             67800.00000000  -16966863.19109700   -9511827.76742136   17624264.70055521       3016.00000000
G18             68100.00000000  -17170761.98973602  -10173472.70509652   17067014.31895709       3316.00000000
G18             68400.00000000  -17377289.74122812  -10810856.01266046   16475957.74141735       3600.00000000
G18             68700.00000000  -17585103.22567092  -11422965.07251131   15852314.31734456       3300.00000000
G18             69000.00000000  -17792818.26287452  -12008891.39375381   15197365.28337277       3000.00000000
G18             69300.00000000  -17999016.71098273  -12567831.44561714   14512451.82998502       2700.00000000
